eb_n0_db,bler,ber,num_errors,num_frames,avg_decode_time_ms,avg_iters
1.0000,8.333333e-01,3.196615e-01,20,24,3.159161,
1.5000,9.523810e-01,3.497024e-01,20,21,3.143590,
2.0000,8.695652e-01,3.471467e-01,20,23,3.132864,
2.5000,8.333333e-01,1.751302e-01,20,24,3.154150,
3.0000,6.250000e-01,1.416016e-01,20,32,3.140463,
3.5000,7.407407e-01,1.603009e-01,20,27,3.153116,
4.0000,4.444444e-01,9.375000e-02,20,45,3.123161,
4.5000,1.869159e-01,3.563084e-02,20,107,3.088908,
5.0000,9.950249e-02,2.122201e-02,20,201,3.090201,
5.5000,5.434783e-02,1.027514e-02,20,368,3.110098,
