eb_n0_db,bler,ber,num_errors,num_frames,avg_decode_time_ms,avg_iters
1.00,9.523810e-01,3.080357e-01,20,21,3.705604,
1.50,9.523810e-01,2.782738e-01,20,21,3.709443,
2.00,8.333333e-01,2.721354e-01,20,24,3.688134,
2.50,1.000000e+00,2.765625e-01,20,20,3.695679,
3.00,8.000000e-01,1.600000e-01,20,25,3.706735,
3.50,8.000000e-01,1.800000e-01,20,25,3.703626,
4.00,5.405405e-01,7.601351e-02,20,37,3.674100,
4.50,5.555556e-01,1.397569e-01,20,36,3.821819,
5.00,4.651163e-01,8.212209e-02,20,43,3.684074,
5.50,3.389831e-01,3.707627e-02,20,59,3.706271,
6.00,1.923077e-01,1.622596e-02,20,104,3.694893,
6.50,1.242236e-01,1.591615e-02,20,161,3.691616,
7.00,6.644518e-02,6.748339e-03,20,301,3.720401,
7.50,2.770083e-02,2.770083e-03,20,722,3.704651,
