eb_n0_db,bler,ber,num_errors,num_frames,avg_decode_time_ms,avg_iters
1.00,9.090909e-01,3.423295e-01,20,22,0.634261,
1.50,1.000000e+00,4.625000e-01,20,20,0.630992,
2.00,1.000000e+00,4.421875e-01,20,20,0.634968,
2.50,1.000000e+00,3.906250e-01,20,20,0.638441,
3.00,1.000000e+00,2.968750e-01,20,20,0.638406,
3.50,1.000000e+00,3.000000e-01,20,20,0.632631,
4.00,9.090909e-01,2.784091e-01,20,22,0.634089,
4.50,9.523810e-01,2.946429e-01,20,21,0.643527,
5.00,9.090909e-01,2.571023e-01,20,22,0.644300,
5.50,7.142857e-01,2.276786e-01,20,28,0.636609,
6.00,7.142857e-01,1.863839e-01,20,28,0.632934,
6.50,6.060606e-01,1.117424e-01,20,33,0.630606,
7.00,4.000000e-01,9.625000e-02,20,50,0.629995,
7.50,4.000000e-01,9.500000e-02,20,50,0.629890,
