eb_n0_db,bler,ber,num_errors,num_frames,avg_decode_time_ms,avg_iters
1.0000,1.000000e+00,4.824219e-01,10,10,2223.508651,50.0000
1.2500,1.000000e+00,5.167969e-01,10,10,2233.877451,50.0000
1.5000,1.000000e+00,5.152344e-01,10,10,2227.008821,50.0000
1.7500,1.000000e+00,4.878906e-01,10,10,2214.438921,50.0000
2.0000,1.000000e+00,4.960938e-01,10,10,2214.507300,50.0000
2.2500,1.000000e+00,4.980469e-01,10,10,2220.960892,50.0000
2.5000,1.000000e+00,4.832031e-01,10,10,2214.692837,50.0000
2.7500,1.000000e+00,4.914062e-01,10,10,2213.308806,50.0000
3.0000,1.000000e+00,4.820313e-01,10,10,2224.524057,50.0000
3.2500,1.000000e+00,4.988281e-01,10,10,2224.597411,50.0000
3.5000,1.000000e+00,5.035156e-01,10,10,2215.272842,50.0000
3.7500,1.000000e+00,4.835937e-01,10,10,2247.715849,50.0000
4.0000,1.000000e+00,5.136719e-01,10,10,2216.391845,50.0000
4.2500,1.000000e+00,5.195312e-01,10,10,2231.324650,50.0000
4.5000,1.000000e+00,5.042969e-01,10,10,2234.901811,50.0000
4.7500,1.000000e+00,5.074219e-01,10,10,2224.069301,50.0000
5.0000,1.000000e+00,4.816406e-01,10,10,2239.834188,50.0000
5.2500,1.000000e+00,4.996094e-01,10,10,2228.464679,50.0000
