eb_n0_db,bler,ber,num_errors,num_frames,avg_decode_time_ms,avg_iters
1.0000,1.000000e+00,3.609375e-01,10,10,92.399253,
1.2500,1.000000e+00,3.218750e-01,10,10,91.565579,
1.5000,1.000000e+00,4.031250e-01,10,10,91.447621,
1.7500,1.000000e+00,3.890625e-01,10,10,91.232879,
2.0000,1.000000e+00,4.218750e-01,10,10,91.541464,
2.2500,1.000000e+00,3.015625e-01,10,10,91.502668,
2.5000,1.000000e+00,3.515625e-01,10,10,91.063644,
2.7500,1.000000e+00,3.640625e-01,10,10,91.772903,
3.0000,9.090909e-01,2.869318e-01,10,11,91.168099,
3.2500,8.333333e-01,1.223958e-01,10,12,91.261943,
3.5000,1.000000e+00,1.750000e-01,10,10,91.540788,
3.7500,9.090909e-01,2.400568e-01,10,11,91.257930,
4.0000,9.090909e-01,2.713068e-01,10,11,91.197620,
4.2500,1.000000e+00,1.937500e-01,10,10,91.529610,
4.5000,9.090909e-01,2.002841e-01,10,11,91.134546,
4.7500,9.090909e-01,1.718750e-01,10,11,91.453961,
5.0000,9.090909e-01,1.519886e-01,10,11,95.500708,
5.2500,7.692308e-01,1.394231e-01,10,13,91.423303,
