eb_n0_db,bler,ber,num_errors,num_frames,avg_decode_time_ms,avg_iters
1.00,1.000000e+00,4.355469e-01,20,20,21.825113,
1.25,1.000000e+00,4.421875e-01,20,20,21.584238,
1.50,1.000000e+00,4.546875e-01,20,20,21.032476,
1.75,1.000000e+00,3.816406e-01,20,20,21.011108,
2.00,1.000000e+00,4.136719e-01,20,20,20.971146,
2.25,1.000000e+00,4.652344e-01,20,20,20.999664,
2.50,1.000000e+00,4.093750e-01,20,20,20.968199,
2.75,1.000000e+00,3.882813e-01,20,20,20.920506,
3.00,1.000000e+00,3.968750e-01,20,20,21.455640,
3.25,1.000000e+00,3.984375e-01,20,20,21.505286,
3.50,1.000000e+00,3.804688e-01,20,20,21.217912,
3.75,1.000000e+00,3.414063e-01,20,20,21.120081,
4.00,1.000000e+00,3.257813e-01,20,20,21.231404,
4.25,1.000000e+00,3.070312e-01,20,20,20.992220,
4.50,9.523810e-01,2.797619e-01,20,21,20.950196,
4.75,9.523810e-01,2.745536e-01,20,21,20.910717,
5.00,1.000000e+00,2.304688e-01,20,20,20.851118,
5.25,9.523810e-01,2.142857e-01,20,21,20.871881,
5.50,9.090909e-01,2.084517e-01,20,22,20.808336,
5.75,8.695652e-01,2.072011e-01,20,23,20.942017,
6.00,7.692308e-01,1.180889e-01,20,26,20.894585,
6.25,7.692308e-01,1.018630e-01,20,26,20.807963,
6.50,7.407407e-01,8.651620e-02,20,27,20.830981,
6.75,6.060606e-01,1.067708e-01,20,33,20.876052,
7.00,5.714286e-01,3.750000e-02,20,35,20.843721,
7.25,4.878049e-01,4.134909e-02,20,41,20.804644,
7.50,2.197802e-01,1.802885e-02,20,91,20.871160,
7.75,2.105263e-01,1.192434e-02,20,95,22.518578,
