eb_n0_db,bler,ber,num_errors,num_frames,avg_decode_time_ms,avg_iters
3.00,1.000000e+00,4.743952e-01,20,20,706.537320,
3.50,1.000000e+00,4.606855e-01,20,20,706.274124,
4.00,1.000000e+00,4.155242e-01,20,20,705.109886,
4.50,1.000000e+00,3.731855e-01,20,20,705.325734,
5.00,1.000000e+00,3.375000e-01,20,20,706.016680,
5.50,1.000000e+00,3.205645e-01,20,20,706.510628,
6.00,1.000000e+00,2.860887e-01,20,20,706.639233,
6.50,1.000000e+00,2.342742e-01,20,20,705.355907,
7.00,8.333333e-01,1.154234e-01,20,24,705.071887,
7.50,5.882353e-01,8.574478e-02,20,34,707.155114,
