eb_n0_db,bler,ber,num_errors,num_frames,avg_decode_time_ms,avg_iters
1.00,1.000000e+00,4.359375e-01,20,20,10.747687,
1.25,1.000000e+00,4.816406e-01,20,20,10.825634,
1.50,1.000000e+00,4.492188e-01,20,20,10.794536,
1.75,1.000000e+00,4.828125e-01,20,20,11.283677,
2.00,1.000000e+00,4.378906e-01,20,20,10.914701,
2.25,1.000000e+00,4.347656e-01,20,20,10.829521,
2.50,1.000000e+00,4.175781e-01,20,20,10.963955,
2.75,1.000000e+00,4.230469e-01,20,20,10.850707,
3.00,1.000000e+00,4.605469e-01,20,20,10.958597,
3.25,1.000000e+00,4.164062e-01,20,20,10.957280,
3.50,1.000000e+00,3.957031e-01,20,20,10.937661,
3.75,1.000000e+00,3.902344e-01,20,20,11.430137,
4.00,1.000000e+00,4.152344e-01,20,20,12.609878,
4.25,1.000000e+00,3.597656e-01,20,20,10.987216,
4.50,9.523810e-01,3.404018e-01,20,21,11.036351,
4.75,9.523810e-01,3.407738e-01,20,21,10.702450,
5.00,1.000000e+00,3.761719e-01,20,20,10.776150,
5.25,9.523810e-01,3.065476e-01,20,21,10.691756,
5.50,1.000000e+00,3.125000e-01,20,20,10.735527,
5.75,1.000000e+00,3.113281e-01,20,20,10.808640,
6.00,9.523810e-01,2.291667e-01,20,21,10.823511,
6.25,9.090909e-01,1.985085e-01,20,22,10.821908,
6.50,8.333333e-01,2.255859e-01,20,24,10.871835,
6.75,7.142857e-01,1.015625e-01,20,28,10.816625,
7.00,7.407407e-01,1.571181e-01,20,27,10.752453,
7.25,7.692308e-01,5.528846e-02,20,26,10.703418,
7.50,5.714286e-01,6.026786e-02,20,35,10.783051,
7.75,4.761905e-01,3.943452e-02,20,42,10.959384,
