eb_n0_db,bler,ber,num_errors,num_frames,avg_decode_time_ms,avg_iters
1.0000,1.000000e+00,4.303571e-01,10,10,183.289301,
1.2500,1.000000e+00,3.535714e-01,10,10,184.348711,
1.5000,1.000000e+00,3.821429e-01,10,10,183.325968,
1.7500,1.000000e+00,3.375000e-01,10,10,181.867645,
2.0000,1.000000e+00,3.303571e-01,10,10,181.939123,
2.2500,1.000000e+00,3.607143e-01,10,10,182.519390,
2.5000,1.000000e+00,3.446429e-01,10,10,182.155815,
2.7500,1.000000e+00,2.910714e-01,10,10,182.292178,
3.0000,1.000000e+00,2.535714e-01,10,10,181.729596,
3.2500,1.000000e+00,2.625000e-01,10,10,182.454735,
3.5000,9.090909e-01,2.321429e-01,10,11,182.592969,
3.7500,8.333333e-01,1.904762e-01,10,12,182.675058,
4.0000,1.000000e+00,1.321429e-01,10,10,182.076144,
4.2500,7.692308e-01,1.730769e-01,10,13,182.481096,
4.5000,7.142857e-01,1.326531e-01,10,14,182.984153,
4.7500,5.555556e-01,1.170635e-01,10,18,182.367262,
5.0000,5.555556e-01,7.242063e-02,10,18,182.252057,
5.2500,4.000000e-01,1.028571e-01,10,25,181.873263,
