eb_n0_db,bler,ber,num_errors,num_frames,avg_decode_time_ms,avg_iters
1.0000,1.000000e+00,5.046875e-01,10,10,45.940388,
1.2500,1.000000e+00,4.421875e-01,10,10,45.758733,
1.5000,1.000000e+00,3.937500e-01,10,10,45.917909,
1.7500,1.000000e+00,4.328125e-01,10,10,47.107829,
2.0000,1.000000e+00,4.328125e-01,10,10,45.711032,
2.2500,1.000000e+00,3.468750e-01,10,10,45.694773,
2.5000,1.000000e+00,3.937500e-01,10,10,45.721107,
2.7500,1.000000e+00,3.984375e-01,10,10,46.036464,
3.0000,9.090909e-01,3.281250e-01,10,11,45.814394,
3.2500,1.000000e+00,2.750000e-01,10,10,45.961504,
3.5000,1.000000e+00,3.734375e-01,10,10,45.698898,
3.7500,1.000000e+00,3.250000e-01,10,10,45.768670,
4.0000,1.000000e+00,3.203125e-01,10,10,45.860278,
4.2500,1.000000e+00,3.140625e-01,10,10,45.899032,
4.5000,1.000000e+00,3.109375e-01,10,10,45.852130,
4.7500,1.000000e+00,2.484375e-01,10,10,45.845462,
5.0000,1.000000e+00,2.406250e-01,10,10,46.009798,
5.2500,9.090909e-01,2.883523e-01,10,11,45.950879,
