eb_n0_db,bler,ber,num_errors,num_frames,avg_decode_time_ms,avg_iters
1.0000,1.000000e+00,4.562500e-01,10,10,1.449473,
1.2500,1.000000e+00,4.375000e-01,10,10,1.440186,
1.5000,1.000000e+00,4.328125e-01,10,10,1.437408,
1.7500,1.000000e+00,4.734375e-01,10,10,1.434995,
2.0000,1.000000e+00,5.000000e-01,10,10,1.437451,
2.2500,1.000000e+00,3.796875e-01,10,10,1.442923,
2.5000,1.000000e+00,4.781250e-01,10,10,1.437253,
2.7500,1.000000e+00,4.234375e-01,10,10,1.440842,
3.0000,1.000000e+00,4.546875e-01,10,10,1.434347,
3.2500,1.000000e+00,3.968750e-01,10,10,1.444957,
3.5000,1.000000e+00,4.093750e-01,10,10,1.442972,
3.7500,1.000000e+00,4.171875e-01,10,10,1.443776,
4.0000,1.000000e+00,3.750000e-01,10,10,1.437803,
4.2500,1.000000e+00,3.781250e-01,10,10,1.446109,
4.5000,9.090909e-01,2.244318e-01,10,11,1.438186,
4.7500,1.000000e+00,4.359375e-01,10,10,1.433755,
5.0000,1.000000e+00,2.687500e-01,10,10,1.434424,
5.2500,1.000000e+00,3.109375e-01,10,10,1.432184,
