eb_n0_db,bler,ber,num_errors,num_frames,avg_decode_time_ms,avg_iters
1.00,1.000000e+00,4.675781e-01,20,20,3.237915,
1.25,1.000000e+00,4.707031e-01,20,20,3.251845,
1.50,1.000000e+00,4.707031e-01,20,20,3.234943,
1.75,1.000000e+00,4.671875e-01,20,20,3.228680,
2.00,1.000000e+00,4.464844e-01,20,20,3.251757,
2.25,1.000000e+00,4.527344e-01,20,20,3.253602,
2.50,1.000000e+00,4.617188e-01,20,20,3.231688,
2.75,1.000000e+00,4.652344e-01,20,20,3.240626,
3.00,1.000000e+00,4.312500e-01,20,20,3.246390,
3.25,1.000000e+00,4.234375e-01,20,20,3.259627,
3.50,1.000000e+00,4.425781e-01,20,20,3.242181,
3.75,1.000000e+00,4.398437e-01,20,20,3.238079,
4.00,1.000000e+00,4.433594e-01,20,20,3.225417,
4.25,1.000000e+00,4.535156e-01,20,20,3.243428,
4.50,1.000000e+00,3.847656e-01,20,20,3.351219,
4.75,9.523810e-01,3.854167e-01,20,21,3.234141,
5.00,1.000000e+00,4.175781e-01,20,20,3.210620,
5.25,1.000000e+00,3.851562e-01,20,20,3.221449,
5.50,1.000000e+00,3.417969e-01,20,20,3.213469,
5.75,1.000000e+00,3.691406e-01,20,20,3.195095,
6.00,1.000000e+00,3.066406e-01,20,20,3.197273,
6.25,1.000000e+00,3.550781e-01,20,20,3.208362,
6.50,9.523810e-01,2.979911e-01,20,21,3.247957,
6.75,1.000000e+00,2.753906e-01,20,20,3.216004,
7.00,8.000000e-01,2.056250e-01,20,25,3.208298,
7.25,8.695652e-01,2.133152e-01,20,23,3.219865,
7.50,1.000000e+00,2.496094e-01,20,20,3.214344,
7.75,8.000000e-01,1.806250e-01,20,25,3.202517,
