运行单元测试...
✓ 编码器测试通过
✓ SC 译码无损测试通过
✓ SCL(L=1) 等价 SC 测试通过
✓ CRC 测试通过
✓ BP 译码测试通过 (iters=1)
单元测试通过。

SC 基线 (L=1)
  Eb/N0=3.75dB | BLER=1.0000e+00 | BER=4.6695e-01 | Errors=100 | Frames=100 | AvgTime=111.04ms
  Eb/N0=4.00dB | BLER=1.0000e+00 | BER=4.5742e-01 | Errors=100 | Frames=100 | AvgTime=110.59ms
  Eb/N0=4.25dB | BLER=1.0000e+00 | BER=4.5980e-01 | Errors=100 | Frames=100 | AvgTime=110.90ms
  Eb/N0=4.50dB | BLER=1.0000e+00 | BER=4.3402e-01 | Errors=100 | Frames=100 | AvgTime=111.16ms
  Eb/N0=4.75dB | BLER=1.0000e+00 | BER=4.2992e-01 | Errors=100 | Frames=100 | AvgTime=113.70ms
  Eb/N0=5.00dB | BLER=1.0000e+00 | BER=4.2688e-01 | Errors=100 | Frames=100 | AvgTime=112.60ms
  Eb/N0=5.25dB | BLER=1.0000e+00 | BER=4.1855e-01 | Errors=100 | Frames=100 | AvgTime=110.62ms
  Eb/N0=5.50dB | BLER=1.0000e+00 | BER=3.8574e-01 | Errors=100 | Frames=100 | AvgTime=110.84ms
  Eb/N0=5.75dB | BLER=1.0000e+00 | BER=3.8902e-01 | Errors=100 | Frames=100 | AvgTime=111.25ms
  Eb/N0=6.00dB | BLER=9.9010e-01 | BER=3.3857e-01 | Errors=100 | Frames=101 | AvgTime=110.94ms
  Eb/N0=6.25dB | BLER=1.0000e+00 | BER=3.0938e-01 | Errors=100 | Frames=100 | AvgTime=110.70ms
  Eb/N0=6.50dB | BLER=9.9010e-01 | BER=2.8736e-01 | Errors=100 | Frames=101 | AvgTime=110.63ms
  Eb/N0=6.75dB | BLER=9.8039e-01 | BER=2.6210e-01 | Errors=100 | Frames=102 | AvgTime=111.20ms
  Eb/N0=7.00dB | BLER=9.7087e-01 | BER=2.4052e-01 | Errors=100 | Frames=103 | AvgTime=111.68ms
  Eb/N0=7.25dB | BLER=9.0909e-01 | BER=2.0806e-01 | Errors=100 | Frames=110 | AvgTime=113.33ms
  Eb/N0=7.50dB | BLER=7.8125e-01 | BER=1.5790e-01 | Errors=100 | Frames=128 | AvgTime=112.16ms
  Eb/N0=7.75dB | BLER=7.0922e-01 | BER=1.3952e-01 | Errors=100 | Frames=141 | AvgTime=112.34ms
  Eb/N0=8.00dB | BLER=5.8824e-01 | BER=9.5795e-02 | Errors=100 | Frames=170 | AvgTime=110.89ms
  Eb/N0=8.25dB | BLER=4.7170e-01 | BER=7.6411e-02 | Errors=100 | Frames=212 | AvgTime=110.83ms
  Eb/N0=8.50dB | BLER=3.4602e-01 | BER=5.5769e-02 | Errors=100 | Frames=289 | AvgTime=111.53ms
  Eb/N0=8.75dB | BLER=2.2272e-01 | BER=3.5148e-02 | Errors=100 | Frames=449 | AvgTime=111.23ms
  Eb/N0=9.00dB | BLER=1.3680e-01 | BER=1.9670e-02 | Errors=100 | Frames=731 | AvgTime=110.91ms
  Eb/N0=9.25dB | BLER=8.0064e-02 | BER=1.0289e-02 | Errors=100 | Frames=1249 | AvgTime=110.72ms
  Eb/N0=9.50dB | BLER=4.4743e-02 | BER=5.8428e-03 | Errors=100 | Frames=2235 | AvgTime=110.66ms
  Eb/N0=9.75dB | BLER=2.2046e-02 | BER=2.3510e-03 | Errors=100 | Frames=4536 | AvgTime=110.96ms

SCL 仿真: N=512, K=256, L=4
  Eb/N0=1.00dB | BLER=1.0000e+00 | BER=4.7434e-01 | Errors=100 | Frames=100 | AvgTime=130.94ms
  Eb/N0=1.25dB | BLER=1.0000e+00 | BER=4.8059e-01 | Errors=100 | Frames=100 | AvgTime=130.90ms
  Eb/N0=1.50dB | BLER=1.0000e+00 | BER=4.7070e-01 | Errors=100 | Frames=100 | AvgTime=131.10ms
  Eb/N0=1.75dB | BLER=1.0000e+00 | BER=4.6906e-01 | Errors=100 | Frames=100 | AvgTime=131.29ms
  Eb/N0=2.00dB | BLER=1.0000e+00 | BER=4.6113e-01 | Errors=100 | Frames=100 | AvgTime=132.03ms
  Eb/N0=2.25dB | BLER=1.0000e+00 | BER=4.5047e-01 | Errors=100 | Frames=100 | AvgTime=131.07ms
  Eb/N0=2.50dB | BLER=1.0000e+00 | BER=4.5461e-01 | Errors=100 | Frames=100 | AvgTime=134.67ms
  Eb/N0=2.75dB | BLER=1.0000e+00 | BER=4.4078e-01 | Errors=100 | Frames=100 | AvgTime=131.57ms
  Eb/N0=3.00dB | BLER=1.0000e+00 | BER=4.4578e-01 | Errors=100 | Frames=100 | AvgTime=131.11ms
  Eb/N0=3.25dB | BLER=1.0000e+00 | BER=4.3777e-01 | Errors=100 | Frames=100 | AvgTime=130.91ms
  Eb/N0=3.50dB | BLER=1.0000e+00 | BER=4.4086e-01 | Errors=100 | Frames=100 | AvgTime=130.96ms
  Eb/N0=3.75dB | BLER=1.0000e+00 | BER=4.3266e-01 | Errors=100 | Frames=100 | AvgTime=131.83ms
  Eb/N0=4.00dB | BLER=1.0000e+00 | BER=4.0848e-01 | Errors=100 | Frames=100 | AvgTime=130.78ms
  Eb/N0=4.25dB | BLER=1.0000e+00 | BER=4.2996e-01 | Errors=100 | Frames=100 | AvgTime=130.88ms
  Eb/N0=4.50dB | BLER=1.0000e+00 | BER=3.8551e-01 | Errors=100 | Frames=100 | AvgTime=130.92ms
  Eb/N0=4.75dB | BLER=1.0000e+00 | BER=3.7344e-01 | Errors=100 | Frames=100 | AvgTime=131.51ms
  Eb/N0=5.00dB | BLER=1.0000e+00 | BER=3.6242e-01 | Errors=100 | Frames=100 | AvgTime=131.92ms
  Eb/N0=5.25dB | BLER=1.0000e+00 | BER=3.1957e-01 | Errors=100 | Frames=100 | AvgTime=131.74ms
  Eb/N0=5.50dB | BLER=1.0000e+00 | BER=3.3195e-01 | Errors=100 | Frames=100 | AvgTime=131.29ms
  Eb/N0=5.75dB | BLER=1.0000e+00 | BER=2.7102e-01 | Errors=100 | Frames=100 | AvgTime=131.35ms
  Eb/N0=6.00dB | BLER=9.9010e-01 | BER=2.3786e-01 | Errors=100 | Frames=101 | AvgTime=130.65ms
  Eb/N0=6.25dB | BLER=9.8039e-01 | BER=2.0864e-01 | Errors=100 | Frames=102 | AvgTime=130.96ms
  Eb/N0=6.50dB | BLER=9.7087e-01 | BER=1.8993e-01 | Errors=100 | Frames=103 | AvgTime=130.77ms
  Eb/N0=6.75dB | BLER=9.6154e-01 | BER=1.8446e-01 | Errors=100 | Frames=104 | AvgTime=130.76ms
  Eb/N0=7.00dB | BLER=8.5470e-01 | BER=1.4466e-01 | Errors=100 | Frames=117 | AvgTime=130.74ms
  Eb/N0=7.25dB | BLER=8.0645e-01 | BER=1.0055e-01 | Errors=100 | Frames=124 | AvgTime=130.91ms
  Eb/N0=7.50dB | BLER=6.6667e-01 | BER=8.7240e-02 | Errors=100 | Frames=150 | AvgTime=130.83ms
  Eb/N0=7.75dB | BLER=6.1350e-01 | BER=7.7262e-02 | Errors=100 | Frames=163 | AvgTime=130.85ms
  Eb/N0=8.00dB | BLER=4.0161e-01 | BER=3.6772e-02 | Errors=100 | Frames=249 | AvgTime=130.73ms
  Eb/N0=8.25dB | BLER=2.8490e-01 | BER=2.5207e-02 | Errors=100 | Frames=351 | AvgTime=130.82ms
  Eb/N0=8.50dB | BLER=1.6529e-01 | BER=1.2410e-02 | Errors=100 | Frames=605 | AvgTime=130.78ms
  Eb/N0=8.75dB | BLER=1.0684e-01 | BER=7.6205e-03 | Errors=100 | Frames=936 | AvgTime=130.75ms
  Eb/N0=9.00dB | BLER=5.1787e-02 | BER=3.0465e-03 | Errors=100 | Frames=1931 | AvgTime=131.34ms
  Eb/N0=9.25dB | BLER=2.4931e-02 | BER=1.6118e-03 | Errors=100 | Frames=4011 | AvgTime=130.69ms
  Eb/N0=9.50dB | BLER=1.2711e-02 | BER=7.0210e-04 | Errors=100 | Frames=7867 | AvgTime=130.57ms
  Eb/N0=9.75dB | BLER=4.5434e-03 | BER=2.9692e-04 | Errors=100 | Frames=22010 | AvgTime=130.63ms

SCL 仿真: N=512, K=256, L=8
  Eb/N0=1.00dB | BLER=1.0000e+00 | BER=4.6109e-01 | Errors=100 | Frames=100 | AvgTime=181.27ms
  Eb/N0=1.25dB | BLER=1.0000e+00 | BER=4.6059e-01 | Errors=100 | Frames=100 | AvgTime=180.75ms
  Eb/N0=1.50dB | BLER=1.0000e+00 | BER=4.6500e-01 | Errors=100 | Frames=100 | AvgTime=181.33ms
  Eb/N0=1.75dB | BLER=1.0000e+00 | BER=4.5195e-01 | Errors=100 | Frames=100 | AvgTime=180.88ms
  Eb/N0=2.00dB | BLER=1.0000e+00 | BER=4.5535e-01 | Errors=100 | Frames=100 | AvgTime=180.12ms
  Eb/N0=2.25dB | BLER=1.0000e+00 | BER=4.2230e-01 | Errors=100 | Frames=100 | AvgTime=180.01ms
  Eb/N0=2.50dB | BLER=1.0000e+00 | BER=4.3727e-01 | Errors=100 | Frames=100 | AvgTime=180.12ms
  Eb/N0=2.75dB | BLER=1.0000e+00 | BER=4.2176e-01 | Errors=100 | Frames=100 | AvgTime=180.60ms
  Eb/N0=3.00dB | BLER=1.0000e+00 | BER=4.2383e-01 | Errors=100 | Frames=100 | AvgTime=180.70ms
  Eb/N0=3.25dB | BLER=1.0000e+00 | BER=4.1359e-01 | Errors=100 | Frames=100 | AvgTime=180.03ms
  Eb/N0=3.50dB | BLER=1.0000e+00 | BER=4.0293e-01 | Errors=100 | Frames=100 | AvgTime=180.38ms
  Eb/N0=3.75dB | BLER=1.0000e+00 | BER=3.8332e-01 | Errors=100 | Frames=100 | AvgTime=180.14ms
  Eb/N0=4.00dB | BLER=1.0000e+00 | BER=3.4922e-01 | Errors=100 | Frames=100 | AvgTime=178.87ms
  Eb/N0=4.25dB | BLER=1.0000e+00 | BER=3.6531e-01 | Errors=100 | Frames=100 | AvgTime=179.08ms
  Eb/N0=4.50dB | BLER=1.0000e+00 | BER=3.3695e-01 | Errors=100 | Frames=100 | AvgTime=179.47ms
  Eb/N0=4.75dB | BLER=1.0000e+00 | BER=3.1523e-01 | Errors=100 | Frames=100 | AvgTime=179.68ms
  Eb/N0=5.00dB | BLER=1.0000e+00 | BER=3.0719e-01 | Errors=100 | Frames=100 | AvgTime=179.29ms
  Eb/N0=5.25dB | BLER=1.0000e+00 | BER=2.7668e-01 | Errors=100 | Frames=100 | AvgTime=179.64ms
  Eb/N0=5.50dB | BLER=1.0000e+00 | BER=2.3664e-01 | Errors=100 | Frames=100 | AvgTime=178.92ms
  Eb/N0=5.75dB | BLER=1.0000e+00 | BER=2.2266e-01 | Errors=100 | Frames=100 | AvgTime=178.93ms
  Eb/N0=6.00dB | BLER=9.5238e-01 | BER=1.9554e-01 | Errors=100 | Frames=105 | AvgTime=178.53ms
  Eb/N0=6.25dB | BLER=9.5238e-01 | BER=1.4948e-01 | Errors=100 | Frames=105 | AvgTime=178.65ms
  Eb/N0=6.50dB | BLER=9.1743e-01 | BER=1.1253e-01 | Errors=100 | Frames=109 | AvgTime=178.72ms
  Eb/N0=6.75dB | BLER=9.0909e-01 | BER=1.1900e-01 | Errors=100 | Frames=110 | AvgTime=178.48ms
  Eb/N0=7.00dB | BLER=7.7519e-01 | BER=7.9276e-02 | Errors=100 | Frames=129 | AvgTime=177.93ms
  Eb/N0=7.25dB | BLER=6.4103e-01 | BER=5.3035e-02 | Errors=100 | Frames=156 | AvgTime=177.80ms
  Eb/N0=7.50dB | BLER=5.1813e-01 | BER=4.7948e-02 | Errors=100 | Frames=193 | AvgTime=178.06ms
  Eb/N0=7.75dB | BLER=3.6630e-01 | BER=2.3194e-02 | Errors=100 | Frames=273 | AvgTime=177.70ms
  Eb/N0=8.00dB | BLER=2.6385e-01 | BER=1.3646e-02 | Errors=100 | Frames=379 | AvgTime=177.70ms
  Eb/N0=8.25dB | BLER=1.5385e-01 | BER=7.6743e-03 | Errors=100 | Frames=650 | AvgTime=178.01ms
  Eb/N0=8.50dB | BLER=7.7882e-02 | BER=4.0918e-03 | Errors=100 | Frames=1284 | AvgTime=178.13ms
  Eb/N0=8.75dB | BLER=4.1442e-02 | BER=1.3323e-03 | Errors=100 | Frames=2413 | AvgTime=178.43ms
  Eb/N0=9.00dB | BLER=1.9566e-02 | BER=6.5040e-04 | Errors=100 | Frames=5111 | AvgTime=178.63ms
