eb_n0_db,bler,ber,num_errors,num_frames,avg_decode_time_ms,avg_iters
1.0000,9.523810e-01,4.002976e-01,20,21,1.733341,
1.5000,9.523810e-01,3.735119e-01,20,21,1.720853,
2.0000,9.523810e-01,3.377976e-01,20,21,1.728325,
2.5000,9.090909e-01,3.302557e-01,20,22,1.718005,
3.0000,8.333333e-01,2.161458e-01,20,24,1.733143,
3.5000,6.896552e-01,1.497845e-01,20,29,1.702122,
4.0000,6.666667e-01,1.531250e-01,20,30,1.719416,
4.5000,5.263158e-01,1.254112e-01,20,38,1.729720,
5.0000,2.597403e-01,7.406656e-02,20,77,1.721705,
5.5000,1.342282e-01,2.401426e-02,20,149,1.697844,
