eb_n0_db,bler,ber,num_errors,num_frames,avg_decode_time_ms,avg_iters
1.0000,1.000000e+00,5.281250e-01,10,10,43.159256,50.0000
1.2500,1.000000e+00,5.109375e-01,10,10,42.505280,50.0000
1.5000,1.000000e+00,4.671875e-01,10,10,42.430477,50.0000
1.7500,1.000000e+00,4.562500e-01,10,10,42.237877,50.0000
2.0000,1.000000e+00,4.625000e-01,10,10,42.263192,50.0000
2.2500,1.000000e+00,5.328125e-01,10,10,42.589540,50.0000
2.5000,1.000000e+00,4.843750e-01,10,10,42.320089,50.0000
2.7500,1.000000e+00,5.281250e-01,10,10,42.360233,50.0000
3.0000,1.000000e+00,5.125000e-01,10,10,42.754244,50.0000
3.2500,1.000000e+00,5.437500e-01,10,10,42.582213,50.0000
3.5000,1.000000e+00,5.343750e-01,10,10,42.322815,50.0000
3.7500,1.000000e+00,4.843750e-01,10,10,42.458244,50.0000
4.0000,1.000000e+00,4.828125e-01,10,10,42.287349,50.0000
4.2500,1.000000e+00,5.000000e-01,10,10,42.307363,50.0000
4.5000,1.000000e+00,5.093750e-01,10,10,42.283075,50.0000
4.7500,1.000000e+00,5.281250e-01,10,10,42.770360,50.0000
5.0000,1.000000e+00,4.875000e-01,10,10,42.325946,50.0000
5.2500,1.000000e+00,4.968750e-01,10,10,42.541879,50.0000
