eb_n0_db,bler,ber,num_errors,num_frames,avg_decode_time_ms,avg_iters
1.0,0.6578947368421053,0.14473684210526316,25,38,30.791138842208678,
1.25,0.45454545454545453,0.09758522727272727,25,55,30.763367273109246,
1.5,0.30864197530864196,0.07146990740740741,25,81,30.78429839490441,
1.75,0.2777777777777778,0.055815972222222225,25,90,30.77234587803509,
2.0,0.16129032258064516,0.02525201612903226,25,155,30.773341258135325,
2.25,0.1016260162601626,0.016069613821138213,25,246,30.76469687002236,
2.5,0.04780114722753346,0.004735301147227533,25,523,30.76326575712412,
2.75,0.048355899419729204,0.005500483558994197,25,517,30.755336499230634,
3.0,0.02032520325203252,0.0018483231707317072,25,1230,30.756029501361905,
3.25,0.020815986677768527,0.0018083888426311406,25,1201,30.748474716899178,
3.5,0.010666666666666666,0.0013020833333333333,16,1500,30.81761054621893,
3.75,0.004,0.00016145833333333333,6,1500,30.77665651139978,
4.0,0.0006666666666666666,8.333333333333333e-05,1,1500,30.805287902713946,
4.25,0.0013333333333333333,9.375e-05,2,1500,30.757790485353325,
4.5,0.0,0.0,0,1500,30.772463070577942,
4.75,0.0,0.0,0,1500,30.77831645340484,
5.0,0.0006666666666666666,4.1666666666666665e-05,1,1500,30.872491222156288,
5.25,0.0,0.0,0,1500,30.99335911786087,
